comuna,num_incendios,area_quemada_ha,region,provincia,temporada,anio,archivo_origen,hoja
Lota,71.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Coronel,76.0,0.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
San Pedro De La Paz,24.0,6.15,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Chiguayante,14.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lebu,143.0,26.45,NAN,Arauco,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Curanilahue,170.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Arauco,64.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Los Alamos,164.0,6.5600000000000005,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Canete,139.0,95.56,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Contulmo,40.0,54.65,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Tirua,97.0,49.6,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Angol,100.0,18.500000000000004,IX,Malleco,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puren,29.0,0.8,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Los Sauces,42.0,5.2,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Renaico,9.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Collipulli,265.0,58.790000000000006,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Ercilla,96.0,25.790900000000004,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Traiguen,59.0,130.07999999999998,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lumaco,81.0,125.17999999999999,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Victoria,169.0,45.790000000000006,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Curacautin,8.0,1.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lonquimay,10.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Temuco,64.0,1.2,NAN,Cautin,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lautaro,43.0,4.319999999999999,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Perquenco,15.0,1.5,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Galvarino,102.0,30.570000000000007,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Nueva Imperial,22.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Carahue,56.0,4.92,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Saavedra,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Vilcun,10.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Chol Chol,34.0,8.86,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Freire,12.0,1.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Cunco,6.0,0.05,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Pitrufquen,16.0,0.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Gorbea,2.0,0.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Tolten,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Loncoche,14.0,0.5,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Villarrica,20.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Pucon,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Curarrehue,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Melipeuco,14.0,0.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Teodoro Schmidt,2.0,0.8,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Padre Las Casas,34.0,2.0100000000000002,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Valdivia,18.0,0.0,XIV,Valdivia,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Mariquina,16.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lanco,16.0,55.7,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Los Lagos,38.0,0.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Corral,10.0,0.5,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Mafil,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Panguipulli,9.0,8.5,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Paillaco,26.0,0.44999999999999996,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
La Unión,30.0,1.0999999999999999,NAN,Ranco,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Río Bueno,16.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lago Ranco,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Osorno,9.0,0.0,X,Osorno,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
San Pablo,9.0,1.4,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Peyuhue,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puerto Octay,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Rio Negro,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Purranque,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
San Juan De La Costa,9.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puerto Montt,160.0,0.0,NAN,Llanquihue,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Calbuco,16.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Maullin,8.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Los Muermos,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Fresia,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Llanquihue,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puerto Varas,21.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Castro,23.0,0.0,NAN,Chiloe,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Ancud,12.0,0.1,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Dalcahue,16.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Quinchao,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puqueldon,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Chonchi,13.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Quellon,4.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Chaiten,1.0,0.0,NAN,Palena,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Palena,6.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Futaleufu,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Hualaihue,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Coyhaique,23.0,0.0,XI,Coyhaique,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lago Verde,4.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Aysen,5.0,0.0,NAN,Aysen,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Cisnes,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Guaytecas,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Chile Chico,2.0,0.0,NAN,General Carrera,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Rio Ibañez,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Cochrane,5.0,0.0,NAN,Capitan Prat,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Ohiggins,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Tortel,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Punta Arenas,11.0,0.0,XII,Magallanes,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Laguna Blanca,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puerto Natales,9.0,0.0,NAN,Ultima Esperanza,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Torres Del Paine,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Timaukel,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Colina,5.0,0.0,RM,Chacabuco,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lampa,36.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Tiltil,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Puente Alto,4.0,0.0,NAN,Cordillera,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Pirque,15.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
San Bernardo,11.0,0.0,NAN,Maipo,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Buin,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Paine,9.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Calera De Tango,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Talagante,7.0,0.0,NAN,Talagante,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Penaflor,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
El Monte,4.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Isla De Maipo,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Padre Hurtado,4.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Melipilla,53.0,0.0,NAN,Melipilla,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Maria Pinto,7.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
San Pedro,18.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Curacavi,29.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Alhue,7.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Recoleta,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Conchali,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Huechuraba,9.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Quilicura,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Renca,12.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Pudahuel,5.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Maipu,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
La Florida,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Penalolen,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
La Reina,3.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Las Condes,4.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Vitacura,1.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Lo Barnechea,2.0,0.0,NAN,Nan,2015-2016,2015,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2015-2016
Coquimbo,3.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
La Serena,15.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Paihuano,2.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Ovalle,25.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Rio Hurtado,2.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Los Vilos,1.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Salamanca,5.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Cabildo,3.0,0.0,V,Petorca,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
La Ligua,21.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Papudo,7.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Petorca,2.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Zapallar,2.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Los Andes,1.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Rinconada,1.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
San Esteban,3.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Catemu,1.0,0.0,NAN,San Felipe,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Llaillay,4.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Panquehue,1.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Putaendo,3.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
San Felipe,6.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Hijuelas,15.0,0.0,NAN,Quillota,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Calera,25.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
La Cruz,22.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Limache,37.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Nogales,14.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Olmue,7.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Quillota,41.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Casablanca,19.0,0.0,NAN,Valparaiso,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Concon,12.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Puchuncavi,12.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Quilpue,71.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Quintero,9.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Valparaiso,174.0,5.609999999999999,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Villa Alemana,50.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Vina Del Mar,57.0,0.09,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Algarrobo,8.0,0.2,NAN,San Antonio,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
Cartagena,43.0,0.0,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
El Quisco,11.0,0.15000000000000002,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
El Tabo,12.0,0.28,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
San Antonio,112.0,0.1,NAN,Nan,2014-2015,2014,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2014-2015
