comuna,num_incendios,area_quemada_ha,region,provincia,temporada,anio,archivo_origen,hoja
Maullin,7.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Los Muermos,14.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Fresia,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Frutillar,2.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Llanquihue,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Puerto Varas,39.0,0.75,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Castro,9.0,,NAN,Chiloe,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Ancud,26.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Quemchi,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Dalcahue,22.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Chonchi,12.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Quilen,1.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Quellón,1.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Chaiten,14.0,,NAN,Palena,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Palena,10.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Futaleufu,10.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Coyhaique,24.0,,XI,Coyhaique,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Lago Verde,6.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Aisen,9.0,,NAN,Aysen,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Cisnes,60.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Guaytecas,1.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Chile Chico,10.0,,NAN,General Carrera,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Rio Ibañez,21.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Cochrane,13.0,,NAN,Capitan Prat,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
O´Higgins,2.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Tortel,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Punta Arenas,9.0,,XII,Magallanes,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Puerto Natales,4.0,,NAN,Ultima Esperanza,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Torres Del Paine,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Porvenir,2.0,,NAN,Tierra Del Fuego,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Colina,7.0,,RM,Chacabuco,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Lampa,7.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Til - Til,11.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Puente Alto,23.0,,NAN,Cordillera,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Pirque,8.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
San Jose De Maipo,8.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
San Bernardo,19.0,,NAN,Maipo,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Buin,10.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Paine,10.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Calera De Tango,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Talagante,4.0,,NAN,Talagante,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Peñaflor,12.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
El Monte,10.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Isla De Maipo,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Melipilla,28.0,6.0,NAN,Melipilla,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Maria Pinto,6.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
San Pedro,6.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Curacavi,13.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Alhue,8.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Santiago,2.0,,NAN,Santiago,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Recoleta,6.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Conchali,103.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Huechuraba,4.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Quilicura,27.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Renca,9.0,0.5,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Pudahuel,32.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Lo Prado,1.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Maipu,5.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
La Florida,4.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Macul,2.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Peñalolen,36.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
La Reina,15.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Providencia,3.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Las Condes,30.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Vitacura,2.0,,NAN,Nan,1986-1987,1986,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1986-1987
Copiapo,4.0,,III,Copiapo,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Tierra Amarilla,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Freirina,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Vallenar,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Coquimbo,23.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
La Serena,46.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Ovalle,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Illapel,3.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Los Vilos,38.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
La Ligua,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Papudo,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Petorca,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Hijuelas,9.0,,NAN,Quillota,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Calera,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Limache,19.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Nogales,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Olmue,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Quillota,16.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Casablanca,21.0,31.5,NAN,Valparaiso,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Puchuncavi,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Quilpue,95.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Quintero,6.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Valparaiso,314.0,133.72,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Villa Alemana,65.0,0.02,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Viña Del Mar,380.0,498.77,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Algarrobo,35.0,121.35,NAN,San Antonio,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Cartagena,26.0,0.01,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
El Quisco,17.0,0.05,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
El Tabo,12.0,10.07,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Antonio,54.0,11.1,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Santo Domingo,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Rancagua,8.0,,VI,Cachapoal,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Machali,17.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Graneros,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Codegua,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Mostazal,6.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Requinoa,6.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Olivar,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Rengo,16.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Malloa,10.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Vicente Tagua Tagua,15.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Doñihue,11.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Coinco,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Coltauco,17.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pichidegua,9.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Peumo,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Las Cabras,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Fernando,27.0,36.0,NAN,Colchagua,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Chimbarongo,10.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Nancagua,5.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Placilla,16.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Chepica,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Santa Cruz,10.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Palmilla,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Lolol,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pumanque,3.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Peralillo,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pichilemu,21.0,13.9,NAN,Cardenal Caro,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Paredones,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Marchigue,10.0,0.5,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Litueche,3.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Curico,21.0,16.5,VII,Curico,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Rauco,5.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Romeral,3.0,2.5,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Teno,4.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Vichuquen,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Licanten,4.0,0.5,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Hualane,1.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Molina,26.0,6.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Sagrada Familia,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Talca,52.0,,NAN,Talca,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Clemente,5.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pelarco,25.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Rio Claro,20.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pencahue,6.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Maule,18.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Curepto,12.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Constitucion,50.0,5.74,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Empedrado,8.0,2.06,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Linares,27.0,,NAN,Linares,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Yerbas Buenas,7.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Colbun,3.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Longavi,27.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Parral,12.0,15.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Retiro,11.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Javier,20.0,3.25,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Villa Alegre,4.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Cauquenes,9.0,,NAN,Cauquenes,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Chanco,11.0,5.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pelluhue,10.0,8.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Chillan,96.0,112.4,VIII,Ñuble,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pinto,6.0,5.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Portezuelo,12.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Carlos,16.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Ninquen,8.0,7.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Fabian,3.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Coihueco,9.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Ignacio,24.0,27.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
El Carmen,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Yungay,9.0,4.8,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Pemuco,9.0,75.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Bulnes,15.0,0.12,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Quillon,21.0,1.5,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Coelemu,19.0,40.45,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Treguaco,4.0,0.2,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Ranquil,14.0,11.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Quirihue,4.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Ninhue,2.0,,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
San Nicolas,17.0,165.0,NAN,Nan,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
Los Angeles,99.0,33.22,NAN,Bio-Bio,1985-1986,1985,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",1985-1986 
